x,y,z
-8.040725,1.147090,6.940106
-2.303376,-3.656505,-5.158502
-7.335569,0.460107,7.504498
-5.250025,-5.110475,-3.015353
-2.413455,0.253893,-10.349065
-5.473114,-2.279749,-2.584024
-2.132683,-0.499410,-10.051282
-8.432193,1.918213,7.385432
-4.937424,7.233476,-10.914381
-4.585687,-4.556051,-4.596068
-4.450488,7.722829,-11.474079
-4.475022,-5.379355,-3.409750
-2.628319,6.712761,-12.314536
-8.505364,1.296468,5.372718
-3.890253,6.723920,-10.903194
-10.591610,1.568693,-6.434901
-10.905051,0.531007,-7.345040
-4.162969,-5.950559,-1.895167
-9.173588,-0.055781,8.173797
-3.753224,-3.695246,-3.242150
-1.732433,-1.418880,-10.226872
-3.450253,0.336234,-10.078447
-4.454769,-4.332768,-2.417939
-3.397697,-0.552674,-8.083197
-10.279684,-1.194857,6.203298
-7.272816,-5.267901,-3.861824
-10.641028,1.771436,-3.922532
-10.559065,1.348717,-7.689729
-9.394988,-1.054767,7.025957
-3.872909,7.336840,-12.082414
-4.921431,5.769946,-12.530867
-6.989597,-0.333395,8.490635
-3.231147,-5.106856,-3.347656
-2.289804,0.752102,-10.874038
-9.245492,2.654966,-7.145314
-5.336772,7.049049,-12.720307
-3.290058,5.747948,-10.748831
-12.755473,1.016111,-6.799296
-10.933623,1.719603,-6.451218
-3.805206,5.031860,-11.421675
-5.908857,-3.522224,-4.544670
-11.237317,1.115653,-4.483608
-3.820998,6.110212,-11.407370
-6.787767,-1.018352,6.057981
-10.592747,0.878755,-5.999884
-7.407384,-1.109054,6.344276
-10.581716,1.314533,-6.610946
-3.281272,4.333440,-11.374384
-9.237503,0.403138,7.314721
-3.670487,5.147795,-10.775713
-8.365004,-1.769915,9.408749
-11.111675,2.951875,-5.283417
-4.117949,-4.613868,-2.502058
-9.380769,-0.439659,8.943496
-5.152594,-3.862835,-4.596628
-8.597037,-0.173087,8.504572
-3.681766,8.777979,-12.214115
-12.080474,3.305835,-7.310076
-4.686433,-3.297858,-3.753851
-8.306091,-0.572800,6.418107
-4.573559,6.661892,-12.986939
-4.266859,6.448127,-11.311491
-3.589659,-4.576660,-3.271033
-5.183011,-2.803596,-2.910293
-4.254135,7.427516,-10.804792
-9.645432,0.460018,-6.824171
-1.889782,1.348160,-8.764686
-3.688890,8.120825,-9.880516
-7.892122,0.027942,6.299209
-4.239705,7.829517,-11.748696
-10.177240,0.412015,-6.927780
-6.562612,-0.619593,7.754089
-2.756199,-0.907276,-9.801503
-10.469663,1.275115,-6.840518
-10.451811,0.803656,-5.672183
-8.625638,-2.038491,7.449363
-7.491912,-1.398163,6.983604
-3.833001,5.954590,-12.476826
-4.750664,-2.997071,-3.340056
-1.925984,0.680849,-10.190484
-9.531411,-0.199111,5.678661
-8.778556,-0.054060,5.045388
-7.383956,-1.309497,6.413213
-4.704688,-1.670629,-10.441343
-2.129484,-0.009327,-10.000670
-6.615505,-0.300705,7.171029
-3.984294,7.124626,-11.574230
-10.161883,0.071782,5.537913
-3.027737,-0.496767,-8.636859
-10.518569,-0.357159,-5.866888
-3.557479,-0.070450,-10.198235
-8.298388,1.737049,8.313182
-4.702223,-4.846256,-2.688001
-4.658205,7.704003,-12.508483
-3.906200,-4.765215,-3.774871
-11.310904,0.700691,-5.238714
-9.350102,0.365826,6.605435
-6.287403,-5.929820,-5.307901
-2.936505,6.186310,-11.508572
-2.915029,-2.118985,-8.270861
-11.304914,1.342897,-6.193860
-1.523266,-0.781648,-6.791734
-6.199852,-4.778432,-4.497708
-9.957565,1.613772,-6.447708
-2.214683,7.696173,-12.098572
-3.600398,7.752770,-9.969330
-3.044470,0.133689,-11.430647
-6.843787,-0.323573,5.639189
-3.585351,-1.829272,-1.154483
-5.460115,7.686204,-10.942533
-11.533150,1.400851,-5.542189
-3.274149,-0.093193,-10.012866
-4.162856,0.576267,-8.947970
-11.303531,2.181532,-5.242833
-1.862267,-0.946458,-9.978405
-2.327930,-1.329132,-10.813458
-2.989107,0.404941,-9.350976
-10.962912,0.711935,-6.627675
-3.647295,5.571353,-10.056643
-4.125995,-0.283489,-9.509478
-2.591111,4.994846,-12.624812
-12.988173,2.326594,-7.936327
-2.152522,0.364768,-9.040128
-3.572805,-5.471593,-3.271255
-2.624746,-0.957705,-8.995369
-2.863444,6.645158,-11.861295
-8.774229,0.005474,6.810471
-12.862545,3.012212,-6.412572
-10.669115,1.125309,-6.436206
-4.421938,5.863496,-11.894358
-0.290496,1.152403,-9.242925
-9.507084,0.549064,-6.514681
-6.021999,0.043013,7.420229
-7.005841,-3.355026,-2.705314
-6.421492,-1.599933,-3.103484
-5.328479,-4.609323,-3.379068
-2.275063,7.430393,-13.332515
-4.609100,6.524746,-12.099500
-11.020097,2.465910,-5.712853
-2.664190,7.910677,-11.822429
-3.984550,8.573827,-11.311102
-3.977609,6.935020,-12.583380
-3.496839,-0.707212,-9.348893
-6.488619,-0.333081,6.466667
-3.182754,7.670652,-13.765056
-4.553555,-5.433563,-2.094835
-3.884118,6.031903,-12.573241
-10.933983,1.883602,-4.567273
-2.211035,-1.353587,-8.959347
-4.134400,-0.193801,-9.667290
-4.044222,7.497154,-12.140313
-10.654457,2.194575,-5.042066
-4.665620,7.802593,-11.573958
-11.005256,1.558983,-6.802712
-5.924149,-3.431722,-3.318183
-8.699840,1.127496,6.930855
-2.736935,0.086129,-10.503161
-11.450472,1.764333,-5.663795
-11.414685,0.238908,-5.120710
-6.353696,-3.827675,-2.984909
-3.310444,-0.140764,-10.317695
-8.447623,-0.363823,6.441491
-8.318249,-0.098400,5.171069
-5.310686,-3.670315,-3.234571
-5.700797,-3.836426,-4.042649
-3.294745,-5.052358,-3.184192
-4.892744,6.807189,-13.454669
-7.206279,0.391525,5.581071
-1.911460,-1.302609,-11.293485
-4.227539,7.985790,-11.746613
-4.016448,4.949317,-12.626746
-2.385894,0.164101,-8.577559
-3.736846,-2.919283,-4.727970
-10.806835,1.960258,-8.738035
-3.359730,6.179897,-10.976584
-8.030096,-1.498089,7.546923
-11.836210,-0.079445,-5.450329
-11.044524,1.735168,-5.438590
-0.878766,-0.955089,-9.771525
-7.810103,1.009326,5.898838
-6.731956,0.430603,6.911678
-8.743982,0.481048,7.864653
-4.737557,-3.534081,-2.283870
-3.694688,5.278761,-10.845213
-7.917388,-0.599499,7.218719
-6.514552,-2.898846,-3.164403
-5.414175,-2.860323,-3.682549
-9.611982,0.831762,-5.184670
-8.349012,0.490663,6.809075
-9.456870,0.832450,6.949808
-5.461214,-4.461962,-3.610874
-9.790671,0.238846,7.143451
-2.002585,-0.071528,-10.607162
-9.645384,0.325042,-6.836521
-3.003348,1.073015,-10.942178
-4.534806,-3.520962,-3.190990
-3.496106,-5.407482,-4.356188
-11.827363,0.734683,-4.730342
-6.285051,-2.568591,-3.999191
-4.212688,7.832774,-10.381002
-6.209769,-4.525895,-2.283743
-12.333587,1.764176,-5.872067
-1.464176,0.803050,-10.186705
-4.070376,5.808200,-11.739829
-9.470338,0.982433,8.016803
-1.783512,-0.055822,-9.609079
-5.252348,-4.110464,-2.263356
-7.103285,-4.185404,-4.737785
-9.079646,-0.111610,6.113716
-11.098068,2.073412,-5.532171
-2.333172,0.203560,-9.144780
-6.554050,0.467048,5.988598
-4.758424,-3.965589,-3.576390
-5.610279,-4.558909,-4.451084
-12.100431,-0.251476,-5.910026
-1.434978,-0.953003,-9.248407
-8.007531,-1.155031,8.153008
-4.853734,-5.732131,-3.253344
-5.483833,6.649682,-12.809832
-6.292897,-5.278662,-5.780988
-8.877065,-0.612641,8.558246
-4.627991,5.632975,-12.831702
-5.891036,-1.026857,-1.215279
-8.871730,-0.251137,6.784014
-4.320041,-4.628529,-2.925135
-2.192069,0.186059,-8.277085
-3.492617,0.684786,-9.975838
-1.775743,-1.518007,-10.178679
-10.301633,2.540011,-6.969049
-10.865200,2.277048,-5.198704
-3.540194,-6.713945,-3.973868
-11.869944,0.211707,-5.449133
-5.027818,-3.952792,-2.164576
-11.101885,1.089100,-7.598643
-9.785701,2.427135,-5.974167
-6.439967,-3.705003,-2.307469
-5.845539,-2.836020,-1.805443
-5.455557,6.748506,-10.489237
-5.873116,-4.838761,-5.741939
-2.240496,-1.128160,-8.640920
-12.928693,2.039073,-6.148354
-7.732230,-0.211407,6.443328
-2.104300,-1.219461,-10.381812
-4.359730,4.913671,-11.987702
-6.373225,-2.643188,-3.088363
-4.770357,6.959322,-12.736456
-3.634525,8.334151,-10.260100
-3.500028,-2.288579,-7.902697
-4.142712,0.032744,-8.779416
-2.615655,-0.292571,-9.633342
-4.077917,7.085260,-11.700568
-12.060732,2.323131,-5.582008
-5.537254,-4.154069,-5.030423
-2.652635,-1.690789,-8.578463
-3.554902,6.777465,-11.735924
-4.768017,-3.867083,-1.474349
-10.257777,2.359034,-5.728995
-12.007630,2.138124,-6.150431
-5.010809,-4.098036,-3.413566
-2.416541,0.661717,-8.529901
-5.069956,6.583185,-14.478973
-4.985199,-4.237796,-3.771583
-8.022765,-1.981658,8.497891
-6.334668,-2.934959,-2.047147
-8.967485,1.923620,8.921084
-5.407766,4.786942,-12.093390
-7.903185,-0.532465,7.283863
-9.652973,-0.877980,7.648633
-5.768075,-2.442652,-1.800256
-7.533784,2.020625,7.456963
-3.192253,-3.801494,-3.172485
-1.781283,-1.922884,-9.801094
-12.364498,2.164903,-4.051043
-8.263756,-1.255265,6.405358
-4.392186,-4.747770,-5.627633
-8.003308,0.840122,6.511712
-11.975816,3.271536,-6.200917
-11.737507,-0.526794,7.384692
-4.554070,-4.251956,-2.840663
-8.563868,1.456601,8.170176
-11.393476,1.221423,-4.742282
-11.333849,1.730749,-6.678992
-9.615831,-1.189264,7.574134
-10.892422,2.791459,-3.495979
-4.084690,-0.409014,-9.061383
-5.354829,-3.867487,-4.293469
-4.049417,5.691108,-10.829899
-10.173257,1.544085,-6.349784
-8.555859,-0.823125,6.742251
-11.189301,2.361669,-7.083193
-2.137587,1.146602,-7.905970
-4.845509,-5.131358,-2.650551
-4.067907,-2.681044,-4.336676
-2.315963,0.274120,-9.854052
-8.341355,0.919644,6.307462
-12.438754,-0.464537,-8.472595
-8.396691,2.584903,7.227839
-9.899668,3.132946,-7.194083
-6.956382,-0.016248,6.415530
-3.898009,-0.751019,-9.363074
-2.356034,7.205882,-11.350748
-9.827666,1.835125,-6.679596
-11.735473,2.097066,-7.386095
-4.469505,-5.047301,-2.500901
-3.936125,6.154343,-12.254404
-2.241570,5.205276,-10.853098
-5.004969,5.804486,-11.643822
-4.446354,7.343728,-10.922814
-3.305300,7.726385,-11.532956
-6.302588,-4.827950,-3.700610
-4.023645,8.535520,-12.295529
-6.019981,-3.309229,-2.120003
-2.895426,-0.108143,-7.758279
-3.855920,6.663523,-11.763102
-10.425271,1.855622,-7.966564
-3.701014,7.344208,-11.126941
-2.272490,0.075293,-9.027360
-11.518211,3.410460,-5.752031
-3.666900,7.572331,-9.964443
-1.558063,0.674420,-11.371977
-8.613248,0.956812,7.268585
-2.591441,-0.308980,-9.133270
-2.185042,-0.559526,-9.541560
-4.563040,8.116581,-10.948979
-2.951425,0.739558,-7.946842
-9.480539,2.725547,6.384500
-1.652903,-1.372273,-9.901425
-11.384088,3.157641,-7.489688
-7.542408,-1.463783,7.050991
-2.690325,-0.687111,-9.785425
-11.551533,1.726544,-7.246665
-11.467742,1.674162,-5.317455
-3.796465,7.749008,-11.275105
-12.241721,0.130613,-7.141710
-4.122280,1.307275,-8.758335
-6.620825,-4.817945,-3.314624
-4.108923,6.477950,-11.765294
0.647943,-2.551841,-9.463301
-9.785665,2.092217,-4.366450
-3.439822,7.777330,-10.730044
-4.179433,-2.373674,-9.317824
-9.386185,-1.554051,5.653732
-3.831695,-4.265398,-1.102205
-10.566505,0.759655,-5.476818
-7.628831,-1.447603,7.665904
-2.340592,0.758207,-8.347494
-5.656417,-5.433285,-2.055301
-4.889276,-4.867847,-1.819338
-4.183271,7.369959,-11.207010
-8.668278,-1.029076,5.948849
-9.571023,1.836615,-5.142203
-5.278739,-4.659669,-4.129203
-3.314677,1.332462,-9.540960
-10.466299,-0.195350,-6.351885
-7.745479,0.326489,5.237703
-4.591683,-2.782660,-3.517017
-12.292809,0.398362,-4.986487
-8.375668,-0.127066,7.775134
-6.486958,-5.208978,-3.542374
-3.887517,6.873083,-10.749686
-9.967552,0.020203,-5.820013
-1.779761,-2.051472,-8.881378
-11.445441,1.743566,-5.608261
-9.290100,4.082446,-7.050047
-12.623898,1.402659,-7.633185
-3.807554,4.781487,-12.648792
-1.136880,-1.157655,-9.690947
-2.733663,-0.017912,-7.853853
-1.209660,-0.183847,-9.971050
-3.834847,-1.578157,-8.910899
-7.278186,-2.500010,8.360747
-3.827595,-0.399551,-10.180452
-3.104107,6.402950,-10.839002
-2.855627,0.231747,-9.901296
-13.572217,1.040168,-7.249118
-7.268100,-2.669263,-6.150603
-4.584800,5.205838,-11.490839
-3.947610,7.318139,-9.413183
-8.209310,-0.761043,6.704632
-5.760693,6.979477,-11.518098
-4.299058,8.402856,-12.022993
-2.724368,0.611991,-10.408546
-2.888944,-1.082231,-9.059797
-3.758324,7.531642,-11.905914
-7.907486,-2.351036,6.112584
-8.792929,0.929102,7.159292
-7.460153,-1.361585,7.148352
-4.792622,-6.762900,-3.891053
-5.234929,-4.519245,-4.894083
-2.545801,-2.390187,-9.216348
-11.487412,2.545986,-4.822262
-2.003418,4.703415,-11.523027
-12.366578,1.024165,-5.702749
-0.171075,-1.683330,-8.763290
-8.367676,-1.387431,6.564712
-8.734224,-1.983625,6.149116
-11.829195,-0.003032,-6.548939
-12.707535,0.488608,-6.379445
-3.861211,8.549871,-11.786907
-3.793275,8.133678,-10.466203
-7.468744,-0.378824,4.574394
-10.562239,0.999119,-6.742930
-5.150663,-3.255720,-3.184753
-7.406107,-0.702569,5.610300
-3.534683,6.297554,-11.099581
-4.480008,7.559272,-10.468547
-9.600169,1.087136,-5.067832
-3.038142,-0.063021,-8.249385
-9.337842,-0.634645,6.192053
-5.426732,-4.551853,-3.216146
-1.793093,0.386194,-9.367678
-10.903652,1.818534,-4.463707
-5.407392,6.784237,-12.741365
-3.086693,-0.448046,-8.486739
-4.265277,-1.814519,-3.893368
-1.448846,-2.408918,-10.267093
0.703871,0.208399,-9.173807
-7.248652,-0.623316,7.120720
-5.828913,-3.501617,-2.949742
-8.836353,-1.008740,8.981260
-3.483326,-2.094019,-9.770815
-5.020772,4.666658,-11.700084
-7.145925,-2.715405,-3.000386
-4.844152,7.008709,-11.308800
-1.766150,-1.739083,-10.283052
-5.427710,-3.992364,-3.271582
-3.101039,7.011049,-11.646669
-10.629499,1.517015,-5.376089
-6.270241,-0.790122,8.066657
-4.464165,-4.258516,-3.175338
-1.943662,-2.544123,-8.705400
-11.118829,0.866002,-5.236714
-2.352512,-0.813517,-10.809628
-3.379357,-1.406758,-8.734193
-8.629640,-0.331701,6.883834
-4.460739,-5.283313,-2.767923
-6.995728,-0.093199,7.556535
-11.450106,1.328653,-7.199408
-11.067362,0.673139,-6.103422
-7.380656,-4.798826,-2.600297
-2.358783,6.421488,-13.144475
-8.063398,-0.009063,6.328983
-6.208991,-4.222657,-2.629015
-11.465369,1.591791,-7.592468
-11.154104,2.069984,-5.566883
-10.665282,-0.449234,-4.902205
-12.636879,1.429461,-3.942180
-11.223102,1.693952,-5.881228
-1.160757,0.106711,-9.617789
-1.590587,1.462483,-7.969008
-3.733805,4.822264,-11.273623
-1.961555,0.416359,-8.457030
-3.868827,6.432517,-10.974507
-9.400720,1.442738,6.769419
-4.493289,7.028125,-10.911453
-9.881496,1.606901,-4.947800
-4.470883,5.178131,-11.142185
-4.262922,-4.854841,-1.774926
-5.956418,-6.511878,-2.737908
-4.014626,5.232035,-11.397746
-3.454206,-2.324847,-8.972424
-7.347783,-0.788264,5.869102
-5.547067,-6.310649,-3.272514
-7.552863,-1.410782,7.631666
-4.713017,-4.932731,-4.418507
-1.758358,-0.486967,-8.650447
-11.961451,2.003919,-6.292894
-4.545345,-3.842831,-3.834451
-5.514576,6.669816,-10.360127
-2.940457,5.122851,-11.823600
-4.711770,5.639357,-12.144915
-7.077105,1.023409,6.753302
-1.475279,-1.257103,-9.375923
-6.871074,-1.324918,6.082198
-12.309405,0.382185,-7.058027
-5.039713,-4.023183,-2.714555
-6.811168,0.075242,6.734665
-3.820587,-5.700342,-4.102853
-7.295214,-3.251282,-2.069139
-12.364643,0.242526,-5.657015
-4.470572,-4.094837,-3.878536
-11.811023,0.903350,-6.621466
-8.325702,-0.285747,9.480549
-3.299383,-0.098484,-6.981692
-4.168638,-5.717319,-2.599710
-3.468229,4.692877,-12.796576
-2.606285,5.577445,-9.494696
-7.415489,0.027195,8.429689
-1.927352,-1.166939,-8.475339
-3.991945,7.064996,-11.699322
-5.611175,-3.021996,-5.584633
-2.295306,2.628907,-7.975158
-10.905534,0.598065,-7.016808
-4.526847,6.977052,-11.261860
-5.040247,-4.041710,-4.343053
-4.052310,7.979311,-10.463135
-12.905942,1.152306,-8.062162
-11.427601,0.608939,-5.773313
-5.127655,-5.152460,-1.976934
-8.645019,-0.056582,7.457516
-7.285478,-1.086422,4.569773
-4.101064,-4.080277,-4.490046
-9.023406,0.190394,6.227544
-12.682404,1.674726,-7.310210
-9.833351,2.054158,-6.183094
-8.512587,-0.416970,7.080488
-2.245201,8.412674,-10.808634
-4.062727,5.444698,-8.867132
-2.226472,-0.624188,-8.478807
-3.726675,0.331109,-9.208601
-5.887690,-4.673387,-2.485502
-2.858467,6.175036,-10.559725
-5.848767,-1.081682,-8.545895
-4.125496,-3.158425,-1.702657
-1.157377,1.494311,-8.383838
-12.742654,2.010219,-5.739385
-11.790616,3.798841,-7.124609
-9.535188,-0.319916,7.112465
-5.162764,8.137800,-10.527129
-4.025309,-0.584018,-9.299959
-4.680969,-4.939949,-3.252838
-6.651372,-0.043401,6.503681
-4.878115,6.864577,-11.751440
-3.447751,7.749470,-9.608190
-5.719972,-5.225335,-3.680733
-4.854141,7.998946,-11.830082
-5.065515,6.552003,-13.366257
-8.233064,1.210669,5.860277
-2.926433,8.016652,-11.876351
-3.615610,-3.054599,-0.736120
-1.613362,-2.174364,-7.684891
-9.587800,0.419390,6.869906
-12.570854,0.906860,-7.216472
-7.084977,0.996285,7.257787
-2.866723,1.199135,-9.256446
-10.685510,1.384826,-5.904597
-8.771658,0.275091,4.430168
-6.787501,6.872615,-11.497805
-6.358021,0.731435,7.347224
-2.472195,1.156019,-9.546439
-11.104354,1.296257,-6.016673
-3.531239,6.103096,-10.561783
-3.923651,-0.240578,-8.845504
-5.589766,-3.612262,-3.547895
-7.659967,-0.447943,5.899710
-3.363433,0.558178,-9.218666
-9.103739,0.615319,8.703227
-4.432487,-2.813202,-4.325106
-11.909216,4.834006,-7.010611
-2.297456,0.609714,-9.920373
-0.537825,-0.537476,-9.331346
-2.643432,-0.988659,-9.839816
-9.758294,0.292670,-8.065401
-10.093911,0.633799,-4.816892
-3.741422,-0.528596,-7.698883
-3.887074,6.581316,-12.067523
-4.650197,-5.870868,-3.169366
-3.245627,-4.403424,-4.666656
-4.322529,-3.139030,-3.219803
-10.343550,2.154785,-6.554090
-10.394903,2.333474,-7.610717
-7.781474,1.880637,5.923203
-5.939210,-3.609474,-2.525678
-5.021621,-3.416981,-4.113900
-3.897855,-2.553809,-8.248678
-12.161759,2.022652,-5.478286
-0.871291,0.292330,-9.843010
-7.346607,-1.388174,5.850179
-11.675172,-0.505181,-6.271086
-3.383460,7.205868,-12.139001
-12.227578,0.046062,-6.851096
-4.555875,6.100256,-10.117174
-6.452523,-5.480002,-1.825736
-2.755212,-0.818817,-8.566594
-4.667846,7.090157,-10.533468
-5.206025,-5.942185,-2.657318
-11.916485,0.679494,-4.915612
-3.593363,6.379967,-10.793366
-6.620625,-2.798469,-2.786897
-4.042903,5.416612,-11.947583
-9.045703,-0.000996,-4.772123
-10.307151,1.327946,-5.516087
-11.183769,0.665798,-6.314504
-3.127204,1.470584,-8.726104
-3.000729,-1.547612,-7.835161
-2.930778,-0.368998,-10.023630
-11.700144,0.493602,-5.100542
-4.038178,6.645591,-10.701725
-9.831008,1.909875,-6.608518
-7.634173,-0.616924,6.279416
-8.001009,-0.250493,8.806775
-4.397935,-5.241863,-4.727850
-6.819388,-2.729399,-2.282408
-12.641288,0.550285,-6.541849
-11.403948,1.414179,-7.116330
-2.942620,6.867020,-12.627385
-3.743470,0.489346,-8.426794
-8.507928,2.535903,8.064046
-9.557439,2.671037,7.708430
-8.958799,-0.889227,8.212500
-3.557902,-2.969759,-4.259418
-4.502927,7.145165,-11.780577
-2.628965,-1.502579,-9.328048
-10.617614,1.498054,-4.944701
-6.125612,-0.309081,7.561443
-0.769936,-0.815286,-10.328581
-2.769642,5.389793,-12.437254
-7.038595,0.344481,7.149721
-10.487214,-1.518078,-5.391203
-2.338935,-1.319292,-9.834999
-12.842419,2.350185,-5.246226
-7.998586,0.975429,4.414089
-3.796296,5.943563,-12.840878
-6.331191,-1.664277,8.055638
-1.361854,0.256082,-10.178701
-10.909902,1.570930,-6.208855
-4.828918,6.367659,-10.913745
-4.010403,0.707487,-8.945018
-5.993610,-2.496208,-4.459484
-3.968639,6.225381,-11.719514
-9.622601,0.882355,-7.559838
-9.481177,-1.753853,6.853597
-0.787069,0.496378,-9.270021
-4.686206,-3.253154,-3.945249
-5.893903,-5.137098,-3.453914
-5.428306,7.325661,-14.018549
-8.702924,-0.393189,5.867231
-10.769109,3.043572,-5.107998
-3.405843,4.733911,-12.098278
-6.744453,-5.782622,-1.933616
-6.434021,-5.900616,-2.717803
-0.675178,-3.170133,-9.056732
-9.318789,0.776490,6.669290
-1.424115,2.410729,-8.272927
-8.521485,-0.212496,6.432172
-3.268376,-3.796607,-5.460315
-4.952582,-2.983678,-3.914728
-3.410663,5.605210,-12.712991
-9.924713,-1.504072,6.181481
-9.069518,-0.682678,6.033348
-5.057181,5.752270,-13.506757
-7.435292,-0.874729,7.549907
-10.228788,0.176522,6.953471
-4.269765,-6.020029,-5.467329
-13.350851,1.359648,-5.228229
-4.271609,6.771336,-10.822011
-4.087224,5.682606,-12.032374
-2.105360,-2.242724,-10.074522
-7.827572,-1.072306,6.793374
-3.105880,-1.163616,-10.908470
-9.587183,0.615206,-7.304366
-3.956518,-3.282120,-3.654183
-2.800399,6.601570,-12.135328
-4.169997,6.292813,-9.999660
-3.704302,-1.578688,-8.720052
-3.956969,-5.351252,-3.463799
-5.941018,-5.281742,-3.708179
-7.300938,1.370181,7.265650
-4.254931,0.573131,-9.334698
-10.949141,2.349475,-4.779655
-3.061559,-6.019102,-4.685911
-2.849934,-0.910751,-8.825157
-8.938624,-1.347692,8.801479
-10.760047,0.157543,-5.802316
-10.577498,1.572778,-5.683197
-3.249078,7.374494,-11.159406
-10.930829,3.086865,-5.862081
-2.587104,5.044334,-9.620862
-10.282178,2.029504,-7.607360
-4.032538,7.272897,-12.195771
-4.924041,-4.167545,-2.588992
-3.414533,7.536182,-12.330781
-5.498942,-5.538947,-3.134652
-8.065599,-0.635891,8.847674
-9.230930,-0.853296,7.381632
-8.626484,-0.775247,8.624826
-11.696527,0.487682,-7.865532
-7.080461,0.199768,8.096494
-4.261176,-3.498288,-4.041384
-4.192823,-4.637149,-3.369577
-5.971054,5.023397,-12.874571
-7.369489,-0.881885,6.614008
-7.710204,-0.224752,5.286139
-6.859817,-1.310964,6.370013
-9.799359,1.313749,-6.947001
-1.272443,-1.073690,-8.898296
-2.043764,-1.023249,-10.538367
-5.659908,-5.163449,-3.014978
-8.135758,-1.060832,7.414136
-9.069347,-3.552993,5.233090
-8.353335,1.029738,8.296710
-11.236140,2.530361,-6.657005
-3.520872,3.704948,-12.343471
-5.035349,-5.620362,-4.274109
-3.948960,5.237763,-10.891140
-2.736707,-2.857274,-9.675197
-2.893981,0.578147,-8.945913
-10.300243,2.400385,-7.195503
-5.535618,-2.927222,-3.785215
-2.213361,-0.351798,-7.906619
-10.324248,2.196447,-7.134448
-4.608186,-4.648188,-2.921670
-5.072301,-3.289841,-4.885194
-5.663748,6.116392,-13.032856
-3.689052,7.043546,-12.317099
-3.772689,-5.278514,-2.033037
-5.775199,7.953346,-12.298580
-5.332486,7.198038,-11.118951
-5.587930,6.755772,-10.838714
-5.344761,5.599404,-11.741387
-11.037475,1.149925,-5.967151
-7.554900,0.346327,7.796024
-3.709436,-4.880018,-3.267581
-7.927811,-1.320663,7.097990
-3.290842,6.125456,-11.438794
-6.525978,-4.243472,-3.876996
-10.915266,1.016427,-7.116726
-11.578276,0.512930,-7.092942
-3.354625,5.296590,-11.510271
-9.300234,2.226494,7.966096
-4.452914,0.552970,-10.748634
-9.325956,1.039700,7.558922
-5.284964,-3.563639,-3.671025
-2.196069,0.743194,-8.865996
-8.005270,0.811863,8.156698
-6.380902,6.818858,-11.641463
-10.394266,1.210854,-7.984132
-4.131592,-4.334702,-3.239158
